S_NO,VEHICLE_NO,IMEI1,IMEI2,ICCID,MDT_NUMBER,VEHICLE_TYPE,RO,PIU,TOLL_NAME
210,JH02BU1383,350284942757523,350776872757522,,,ambulance,Ranchi,Ranchi,Pundag
211,CG12BK9787,350284942416708,350776872416707,8991102406367990000,5754226697167,crane,Raipur,Korba,Madanpurr
212,RJ11PA6697,350284942429180,350776872429189,8991102406367990000,5754226697166,ambulance,Raipur,Bilaspur,Lahpatra Toll Plaza
213,OD02AY0525,350284942405453,350776872405452,8991102406367990000,5754226697270,crane,Bhubaneswar,Berhampore,Gurapalli
214,OD02AV7341,350284942429008,350776872429007,8991102406367990000,5754226697306,crane,Bhubaneswar,Berhampore,Gudipada-Old Gangapada
215,OD05AW9016,350284942438405,350776872438404,8991102406367990000,5754226697309,patrol vehicle,Bhubaneswar,Berhampore,Gudipada-Old Gangapada
216,UP83AT8533,350284942402393,350776872402392,8991102406367990000,5754226697238,ambulance,Varanasi-UP East,Raibareilly,Kunwarpur
217,UP83BT7086,350284942429057,350776872429056,8991102406367990000,5754226697242,patrol vehicle,Varanasi-UP East,Raibareilly,Nuruddinpur
218,HR13Q9635,350284942427424,350776872427423,8991102406367990000,5754226697303,patrol vehicle,Bhubaneswar,Berhampore,Gurapalli
219,RJ10EA0478,350284942429768,350776872429767,8991102406367990000,5754226697381,crane,Jaipur,Bikaner,Barsalpur
220,RJ10PA7331,350284942757242,350776872757241,8991102406367990000,5754226697363,ambulance,Jaipur,Bikaner,Barsalpur
221,RJ10PA7330,350284942401585,350776872401584,8991102406367990000,5754226697399,ambulance,Jaipur,Bikaner,Gangajali
222,RJ10EA0477,350284942755758,350776872755757,8991102406367990000,5754226697400,crane,Jaipur,Jodhpur,Panchu
223,HR39E6256,350284942426137,350776872426136,8991102406367990000,5754226697379,patrol vehicle,Jaipur,Bikaner,Barsalpur
224,HR39E7096,350284942425667,350776872425666,8991102406367990000,5754226697382,patrol vehicle,Jaipur,Bikaner,Gangajali
225,RJ10PA7329,350284942398369,350776872398368,8991102406367990000,5754226697402,ambulance,Jaipur,Bikaner,Sawara
226,RJ10EA0480,350284942399144,350776872399143,8991102406367990000,5754226697380,crane,Jaipur,Bikaner,Gangajali
227,RJ11PA6549,350284942398344,350776872398343,8991102406367990000,5754226697215,ambulance,Varanasi-UP East,Raibareilly,Andhiyari
228,CG08AB0468,350284942760600,350776872760609,8991102406367990000,5754226697201,patrol vehicle,Raipur,Raipur,Thakurtola-End Of Durg Bypass
229,CG12BK5092,350284942755378,350776872755377,8991102406367990000,5754226697165,patrol vehicle,Raipur,Korba,Madanpurr
230,UP57BT6232,350284942480936,350776872480935,8991102406367990000,5754226697329,crane,Varanasi-UP East,Gorakhpur,Sherpur Chamrah
231,RJ11PA4870,350284942760329,350776872760328,,,ambulance,Varanasi-UP East,Gorakhpur,Bhitaha
232,UP78HT6285,350284942401833,350776872401832,8991102406367990000,5754226697328,patrol vehicle,Varanasi-UP East,Gorakhpur,Sherpur Chamrah
233,UP35BQ9048,350284942425915,350776872425914,,,patrol vehicle,Varanasi-UP East,Gorakhpur,Tendua-Gorakhpur Bypass
234,CG08AB0467,350284942439346,350776872439345,8991102406367990000,5754226697200,patrol vehicle,Raipur,Raipur,Thakurtola-End Of Durg Bypass
235,CG08P4971,350284942477239,350776872477238,8991102406367990000,5754226697189,crane,Raipur,Raipur,Thakurtola-End Of Durg Bypass
236,RJ11PA6762,350284942401692,350776872401691,,,ambulance,Varanasi-UP East,Gorakhpur,Nainsar
237,Serial No.80492,350284942429032,350776872429031,,,Crane,Varanasi-UP East,Gorakhpur,Bhitaha
238,UP54BT3382,350284942429784,350776872429783,,,patrol vehicle,Varanasi-UP East,Gorakhpur,Bhitaha
239,JH01DQ2770,350284942407012,350776872407011,,,patrol vehicle,Varanasi-UP East,Gorakhpur,Tendua-Gorakhpur Bypass
240,CG08K1243,350284942429909,350776872429908,8991102406367990000,5754226697199,ambulance,Raipur,Raipur,Thakurtola-End Of Durg Bypass
241,MH14JL4406,350284942760600,350776872760609,8991102406367990000,5754226697168,ambulance,Raipur,Bilaspur,Chotiya
242,CG12BK3177,350284942429065,350776872429064,8991102406367990000,5754226697179,ambulance,Raipur,Korba,Madanpurr
243,JH10BU3424,350284942431384,350776872431383,8991102406367990000,5754226697149,crane,Ranchi,Jamshedpur,Pata
244,RJ11PA6564,350284942425642,350776872425641,8991102406367990000,5754226697175,ambulance,Raipur,Korba,Maharajpur TP
245,CG04NS8206,350284942401700,350776872401709,8991102406367990000,5754226697188,patrol vehicle,Raipur,Abhanpur,"Toll_LOC_NH 30, Near ACC Concrete, Raipur, Raipur District - Location"
246,JH10BR7182,350284942401684,350776872401683,,,patrol vehicle,Ranchi,Jamshedpur,Pata
247,JH09BB0156,350284942401155,350776872401154,8991102406367990000,5754226697159,patrol vehicle,Ranchi,Jamshedpur,Putru
248,RJ19PC1459,350284942760121,350776872760120,8991102406367990000,5754226697160,ambulance,Ranchi,Jamshedpur,Kokpara
249,WB917739,350284942401403,350776872401402,8991102406367990000,5754226697119,crane,Ranchi,Dhanbad,Sosokhurd
250,CG05AQ1290,350284942400926,350776872400925,8991102406367990000,5754226697192,crane,Raipur,Abhanpur,Maroud Toll Plaza
251,RJ14ER4204,350284942437688,350776872437687,8991102406367990000,5754226697372,Crane,Jaipur,Bikaner,Patroda
252,RJ13GC0068,350284942437670,350776872437679,8991102406367990000,5754226697378,patrol vehicle,Jaipur,Bikaner,SixML
253,RJ11PA6604,350284942435112,350776872435111,,,ambulance,Jaipur,Bikaner,Chhattargarh
254,RJ10GB8689,350284942437951,350776872437950,8991102406367990000,5754226697377,patrol vehicle,Jaipur,Bikaner,Patroda
255,RJ11PA6602,350284942426012,350776872426011,8991102406367990000,5754226697383,ambulance,Jaipur,Bikaner,Thakri
256,RJ13EA2544,350284942425865,350776872425864,8991102406367990000,5754226697373,Crane,Jaipur,Bikaner,Thakri
257,RJ11PA6603,350284942419751,350776872419750,8991102406367990000,5754226697371,ambulance,Jaipur,Bikaner,Patroda
258,RJ11PA5656,350284942478864,350776872478863,8991102406367990000,5754226697326,ambulance,Varanasi-UP East,Gorakhpur,Aksada
259,RJ11PA5918,350284942476173,350776872476172,8991102406367990000,5754226697322,ambulance,Varanasi-UP East,Gorakhpur,Belgada
260,MH14JL4403,350284942476629,350776872476628,8991102406367990000,5754226697198,ambulance,Raipur,Abhanpur,Jagtara
261,CG04PF8919,350284942759644,350776872759643,8991102406367990000,5754226697191,ambulance,Raipur,Abhanpur,"Toll_LOC_Raipur Abhanpur Dhamtari Highway, Mana Camp - Location"
262,CG04NS8221,350284942757333,350776872757332,8991102406367990000,5754226697193,patrol vehicle,Raipur,Abhanpur,Maroud Toll Plaza
263,RJ11PA6563,350284942411386,350776872411385,8991102406367990000,5754226697182,ambulance,Raipur,Korba,Lodam TP
264,MH14JL4404,350284942423035,350776872423034,8991102406367990000,5754226697195,ambulance,Raipur,Abhanpur,Mashora
265,CG04PG3135,350284942433547,350776872433546,8991102406367990000,5754226697197,crane,Raipur,Abhanpur,"Toll_LOC_NH 30, Near ACC Concrete, Raipur, Raipur District - Location"
266,RJ11PA6760,350284942440336,350776872440335,8991102406367990000,5754226697324,ambulance,Varanasi-UP East,Gorakhpur,Belgada
267,RJ11PA6761,350284942440278,350776872440277,8991102406367990000,5754226697325,ambulance,Varanasi-UP East,Gorakhpur,Tendua-Gorakhpur Bypass
268,CG04PJ4536,350284942422730,350776872422739,8991102406367990000,5754226697190,ambulance,Raipur,Abhanpur,Maroud Toll Plaza
269,RJ11PA4883,350284942757655,350776872757654,8991102406367990000,5754226697331,ambulance,Varanasi-UP East,Gorakhpur,Chaukadi
270,RJ11PA6663,350284942426798,350776872426797,8991102406368010000,5754226699049,ambulance,Varanasi-UP East,Varanasi,Pratappur Toll Plaza
271,RJ11PA6670,350284942410859,350776872410858,8991102406368010000,5754226699047,ambulance,Varanasi-UP East,Mirzapur,Atraila Shiv Ghulam
272,RJ11PA6667,350284942434396,350776872434395,8991102406368010000,5754226699048,ambulance,Varanasi-UP East,Varanasi,Lahangpur
273,RJ29PA3877,350284942442340,350776872442349,8991102406351380000,5754226677822,ambulance,Nagpur,Nagpur-I,Kelapur
274,HR30AD1119,350284942417441,350776872417440,8991102406351380000,5754226677856,crane,Nagpur,Nagpur-I,Kelapur
275,HR73B8463,350284942417235,350776872417234,8991102406351380000,5754226677857,patrol vehicle,Nagpur,Nagpur-I,Kelapur
276,RJ11PA6581,350284942757390,350776872757399,8991102406367990000,5754226697181,ambulance,Raipur,Korba,Jhalmala TP
277,RJ11PA6662,350284942757606,350776872757605,8991102406367990000,5754226697216,ambulance,Varanasi-UP East,Raibareilly,Itaura buzurg
278,RJ27PB3719,350284942424462,350776872424461,8991102406367990000,5754226697376,Ambulance,Jaipur,Udaipur,Negadiya
279,RJ27PB0240,350284942757416,350776872757415,8991102406367990000,5754226697408,Ambulance,Jaipur,Bikaner,Gogelow Toll Plaza
280,RJ27EA5597,350284942417482,350776872417481,8991102406367990000,5754226697367,Crane,Jaipur,Bikaner,Gogelow Toll Plaza
281,RJ27GC9539,350284942760071,350776872760070,8991102406367990000,5754226697366,patrol vehicle,Jaipur,Bikaner,Gogelow Toll Plaza
282,RJ27GC8192,350284942759958,350776872759957,8991102406367990000,5754226697407,patrol vehicle,Jaipur,Bikaner,Gogelow Toll Plaza
283,RJ27EA5596,350284942760113,350776872760112,8991102406367990000,5754226697375,Crane,Jaipur,Bikaner,Gogelow Toll Plaza
284,RJ11PA6534,350284942402286,350776872402285,8991102406367990000,5754226697217,ambulance,Varanasi-UP East,Raibareilly,Jagatpur
285,SR.NO.80492,350284942426798,350776872426797,8991102406367990000,5754226697323,crane,Varanasi-UP East,Gorakhpur,Kyampur Urf Mirzapur
286,MH15DC1745,350284942479201,350776872479200,8991102406367990000,5754226697315,patrol vehicle,Varanasi-UP East,Gorakhpur,Kyampur Urf Mirzapur
287,MH14JL4407,350284942480811,350776872480810,8991102406367990000,5754226697194,ambulance,Raipur,Abhanpur,Badaiyiguda
288,RJ11PA6669,350284942479706,350776872479705,8991102406368010000,5754226699038,ambulance,Varanasi-UP East,Varanasi,Baiti Kala Toll Plaza
289,OD253595,350284942480993,350776872480992,8991102406367990000,5754226697302,crane,Bhubaneswar,Dhenkanal,Khairamunda Toll Plaza
290,WB35B4922,350284942479680,350776872479689,8991102406367990000,5754226697296,patrol vehicle,Bhubaneswar,Dhenkanal,Khairamunda Toll Plaza
291,RJ11PA6528,350284942981719,350776872981718,8991102406367990000,5754226697244,ambulance,Varanasi-UP East,Raibareilly,Maniyarpur
292,RJ11PA6529,350284942480753,350776872480752,8991102406367990000,5754226697214,ambulance,Varanasi-UP East,Raibareilly,Kunwarpur
293,OD21D0867,350284942977329,350776872977328,8991102406367990000,5754226697308,ambulance,Bhubaneswar,Dhenkanal,Khairamunda Toll Plaza
294,RJ11PA6532,350284942479318,350776872479317,8991102406367990000,5754226697231,ambulance,Varanasi-UP East,Raibareilly,Aihar
295,CG04NM2118,350284942768389,350776872768388,8991102406367990000,5754226697295,ambulance,Bhubaneswar,Dhenkanal,Khamar
296,CG04NK9047,350284942479086,350776872479085,8991102406367990000,5754226697169,Ambulance,Raipur,Raipur,Tarpongi
297,RJ22GB6017,350284942756558,350776872756557,8991102406367990000,5754226697170,patrol vehicle,Raipur,Raipur,Tarpongi
298,CG11AB1510,350284942756517,350776872756516,8991102406367990000,5754226697163,Crane,Raipur,Raipur,Tarpongi
299,RJ11PA6668,350284942480688,350776872480687,8991102406368010000,5754226699046,ambulance,Varanasi-UP East,Varanasi,Hauj Toll Plaza
300,UP22BT6091,350284942477825,350776872477824,8991102406351380000,5754226677793,Crane,Dehradun,Rudrapur,Koyla
301,UK07TD0647,350284942757291,350776872757290,8991102406351380000,5754226677790,patrol vehicle,Dehradun,Rudrapur,Banushi
302,PB65BB4490,350284942760170,350776872760179,8991102406351380000,5754226677782,ambulance,Dehradun,Rudrapur,Banushi
303,UP22AT8609,350284942760097,350776872760096,8991102406351380000,5754226677786,ambulance,Dehradun,Rudrapur,Koyla
304,UP32RN1457,350284942758950,350776872758959,8991102406351380000,5754226677789,patrol vehicle,Dehradun,Rudrapur,Koyla
305,UK07DZ4835,350284942760188,350776872760187,8991102406351380000,5754226677788,crane,Dehradun,Rudrapur,Banushi
306,MH40P2746,350284942759941,350776872759940,8991102406351380000,5754226677852,crane,Nagpur,Amravati,Gondhkhairi Kondhali
307,UK06TA6447,350284942976818,350776872976817,8991102406351380000,5754226677787,patrol vehicle,Dehradun,Rudrapur,Deoria
308,MH27X9616,350284942975992,350776872975991,8991102406367940000,5754226692171,Ambulance,Nagpur,Amravati,Nandgaon Peth
309,RJ11PA5735,350284942479318,350776872479317,8991102406351380000,5754226677783,ambulance,Dehradun,Rudrapur,Deoria
310,RJ14GQ9497,350284942975844,350776872975843,8991102406351370000,5754226677642,patrol vehicle,Jaipur,Jaipur,Manoharpur
311,MH430530,350284942975745,350776872975744,8991102406367940000,5754226692173,crane,Nagpur,Amravati,Nandgaon Peth
312,RJ52GA7626,350284942975869,350776872975868,8991102406351370000,5754226677640,patrol vehicle,Jaipur,Jaipur,Shahjahanpur
313,RJ52EA0035,350284942479300,350776872479309,8991102406351370000,5754226677641,crane,Jaipur,Jaipur,Manoharpur
314,MH32B4772,350284942981693,350776872981692,8991102406367940000,5754226692175,patrol vehicle,Nagpur,Amravati,Gondhkhairi Kondhali
315,RJ52EA0341,350284942476850,350776872476859,8991102406351370000,5754226677637,patrol vehicle,Jaipur,Jaipur,Shahjahanpur
316,RJ11PA6531,350284942981677,350776872981676,8991102406367990000,5754226697222,ambulance,Varanasi-UP East,Raibareilly,Suchi Chauraha
317,CG04PR6980,350284942479276,350776872479275,8991102406367990000,5754226697172,patrol vehicle,Raipur,Abhanpur,Chuipali
318,CG04PT9946,350284942479615,350776872479614,8991102406367990000,5754226697174,ambulance,Raipur,Abhanpur,Chhuhipali Toll Plaza
319,CG04PT9947,350284942479235,350776872479234,,,ambulance,Raipur,Abhanpur,Dhank
320,CG04PJ9856,350284942479573,350776872479572,8991102406367990000,5754226697178,crane,Raipur,Abhanpur,Dhank
321,OD23R5820,350284942476397,350776872476396,8991102406367990000,5754226697176,crane,Raipur,Abhanpur,Chuipali
322,CG04PR7562,350284942476371,350776872476370,8991102406367990000,5754226697177,patrol vehicle,Raipur,Abhanpur,Dhank
323,MH18Z6488,350284942772738,350776872772737,8991102406367940000,5754226692119,crane,Mumbai,Nashik,Shirpur
324,MH18BG8367,350284942424405,350776872424404,8991102406367940000,5754226692116,patrol vehicle,Nagpur,Dhule,Songir
325,MH18BG8371,350284942478484,350776872478483,8991102406367940000,5754226692120,patrol vehicle,Mumbai,Nashik,Shirpur
326,MH18Z5988,350284942477577,350776872477576,8991102406367940000,5754226692115,crane,Nagpur,Dhule,Songir
327,MH18BG5474,350284942478427,350776872478426,8991102406367940000,5754226692121,ambulance,Mumbai,Nashik,Shirpur
328,MH18BG5478,350284942478260,350776872478269,8991102406367940000,5754226692117,ambulance,Nagpur,Dhule,Songir
329,MH40P1100,350284942479300,350776872479309,8991102406351380000,5754226677838,crane,Nagpur,Amravati,Karanja-Ghadge
330,MH32Q3854,350284942478229,350776872478228,8991102406351380000,5754226677815,patrol vehicle,Nagpur,Amravati,Karanja-Ghadge
331,MH27BX6921,350284942966462,350776872966461,8991102406367940000,5754226692172,patrol vehicle,Nagpur,Amravati,Nandgaon Peth
332,MH32Q3833,350284942980943,350776872980942,8991102406367940000,5754226692174,ambulance,Nagpur,Amravati,Karanja-Ghadge
333,UK07TD5304,350284942976412,350776872976411,8991102406351380000,5754226677794,patrol vehicle,Dehradun,Rudrapur,Nagla
334,UK07PA5605,350284942975810,350776872975819,8991102406351380000,5754226677784,ambulance,Dehradun,Rudrapur,Nagla
335,UK06BN2929,350284942970787,350776872970786,8991102406351380000,5754226677792,crane,Dehradun,Rudrapur,Deoria
336,UK07FQ6617,350284942950292,350776872950291,8991102406351380000,5754226677785,crane,Dehradun,Rudrapur,Nagla
337,RJ14GQ9498,350284942956331,350776872956330,8991102406351370000,5754226677634,patrol vehicle,Jaipur,Jaipur,Daulatpura
338,RJ27GD8746,350284942976792,350776872976791,8991102406351370000,5754226677639,patrol vehicle,Jaipur,Jaipur,Akhepura
339,RJ27EA6633,350284942976164,350776872976163,8991102406351370000,5754226677638,Crane,Jaipur,Jaipur,Akhepura
340,CG04NM2254,350284942976321,350776872976320,8991102406367990000,5754226697294,ambulance,Bhubaneswar,Keonjhar,Hasanpur-Sainkul
341,CG04NM9085,350284942406709,350776872406708,8991102406367990000,5754226697144,ambulance,Ranchi,Ranchi,Hesmi-Mandar
342,JH02BH0250,350284942980984,350776872980983,8991102406367990000,5754226697114,patrol vehicle,Ranchi,Ranchi,Hesmi-Mandar
343,JH05BV7742,350284942969904,350776872969903,8991102406367990000,5754226697113,crane,Ranchi,Ranchi,PATRACHAUILI
344,JH02BA5911,350284942953288,350776872953287,8991102406367990000,5754226697147,patrol vehicle,Ranchi,Ranchi,PATRACHAUILI
345,JH01AJ8111,350284942977220,350776872977229,8991102406367990000,5754226697146,crane,Ranchi,Ranchi,Hesmi-Mandar
346,RJ11PA6889,350284942950052,350776872950051,8991102406367990000,5754226697115,ambulance,Ranchi,Ranchi,Hesmi-Mandar
347,UP81CT9421,350284942975851,350776872975850,8991102406367940000,5754226692160,crane,Lucknow-UP West,Moradabad,Belon
348,UP23BT0330,350284942976800,350776872976809,8991102406367940000,5754226692141,patrol vehicle,Lucknow-UP West,Moradabad,Joya
349,MP09GH6905,350284942976412,350776872976411,8991102406367940000,5754226692125,patrol vehicle,Nagpur,Jalgaon,Subgavhan
350,UP23BT1705,350284942956315,350776872956314,8991102406367940000,5754226692139,Crane,Lucknow-UP West,Moradabad,Joya
351,HR61D2578,350284942975836,350776872975835,8991102406367940000,5754226692159,patrol vehicle,Lucknow-UP West,Moradabad,Belon
352,RJ21GC8590,350284942959525,350776872959524,8991102406367940000,5754226692217,patrol vehicle,Jaipur,Kota,Chechat Toll Plaza
353,RJ19EA6134,350284942954450,350776872954459,8991102406367940000,5754226692214,crane,Jaipur,Kota,Beer Mandi
354,MH19DV1181,350284942979697,350776872979696,8991102406367940000,5754226692118,crane,Nagpur,Jalgaon,Nashirabad
355,MH54B0677,350284942966397,350776872966396,8991102406367940000,5754226692124,crane,Nagpur,Jalgaon,Subgavhan
356,MH19CY7415,350284942950342,350776872950341,8991102406367940000,5754226692122,ambulance,Nagpur,Jalgaon,Nashirabad
357,UP21CN5919,350284942957479,350776872957478,8991102406367940000,5754226692140,ambulance,Lucknow-UP West,Moradabad,Joya
358,GJ03BW4226,350284942977964,350776872977963,8991102406367940000,5754226692142,ambulance,Lucknow-UP West,Moradabad,Niyamatpur Ekrotiya
359,UP19AT1310,350284942980786,350776872980785,8991102406367940000,5754226692155,crane,Lucknow-UP West,Moradabad,Mohammad Ibrahimpur
360,RJ33PA0516,350284942981685,350776872981684,8991102406367940000,5754226692215,ambulance,Jaipur,Kota,Beer Mandi
361,KA639690,350284942756541,350776872756540,8991102406367940000,5754226692193,patrol vehicle,Nagpur,Amravati,Taroda-Kasba Toll Plaza
362,RJ21EA3759,350284942772258,350776872772257,8991102406367940000,5754226692212,crane,Jaipur,Kota,Chechat Toll Plaza
